0.6249,0.59447,0.57947,0.58814,0.63752,0.56354,0.57451,0.51,0.53469,0.59226,0.56633,0.64287,0.59002,0.516,0.46039,0.56921,0.56006,0.57319,0.47787,0.60289,0.47048,0.51443,0.46212,0.49283,0.55409,0.48705,0.47582,0.4753,0.44044,0.52045,0.50867,0.5026,0.43963,0.4816,0.42049,0.47767,0.42648,0.42937,0.41541,0.46048,0.45985,0.46692,0.43022,0.42564,0.50785,0.48692,0.44665,0.43399,0.4492,0.5556,0.46976,0.33841,0.33823,0.36446,0.41963,0.40763,0.40752,0.40583,0.35848,0.35717,0.39483,0.47914,0.4134,0.44892,0.46214,0.42245,0.45377,0.44641,0.43328,0.46238,0.46569,0.46076,0.43369,0.53167,0.40162,0.38151,0.5102,0.4642,0.45369,0.4555,0.49221,0.51878,0.48385,0.47627,0.49316,0.47181,0.45405,0.41995,0.41347,0.44815,0.53788,0.53217,0.51817,0.57118,0.51498,0.47491,0.49577,0.544,0.45925,0.48458,0.4442,0.43295,0.44463,0.50119,0.51385,0.49749,0.42592,0.48269,0.39364,0.44031,0.44891,0.46591,0.44121,0.46298,0.49369,0.54179,0.41375,0.47075,0.476,0.45215,0.3904,0.42662,0.45486,0.45556,0.4344,0.41659,0.45399,0.45973,0.40907,0.39564,0.45947,0.45366,0.39435,0.41978,0.43477,0.4627,0.40367,0.38074,0.41729,0.40339,0.40559,0.37893,0.40961,0.41251,0.40235,0.38728,0.35998,0.36867,0.27154,0.27016,0.38303,0.3716,0.37382,0.42234,0.37832,0.35691,0.44636,0.56692,0.55402,0.53462,0.46357,0.3874,0.50179,0.44235,0.38978,0.37232,0.3817,0.3944,0.37639,0.40911,0.5387,0.54666,0.69373,0.6996,0.79743,0.73819,0.68004,0.58854,0.4595,0.33719,0.24204,0.24151,0.23533,0.30255,0.36574,0.49617,0.55793,0.61054,0.69816,0.78008,0.75681,0.83306,0.80578,0.80961,0.76512,0.72971,0.65024,0.63151,0.61304,0.66516,0.61993,0.72403,0.69688,0.71195,0.7146,0.77852,0.82712,0.79073,0.82369,0.80346,0.81047,0.77458,0.82426,0.7998,0.81068,0.86223,0.8272,0.90855,0.87945,0.85838,0.82662,0.83043,0.78062,0.76598,0.76484,0.68052,0.68649,0.66296,0.54518,0.56072,0.5817,0.5615,0.57627,0.63122,0.63442,0.66911,0.72676,0.69073,0.69714,0.79891,0.82301,0.81272,0.77064,0.82356,0.8006,0.82514,0.76461,0.68835,0.59438,0.50441,0.42092,0.32669,0.29757,0.24682,0.28129,0.33085
0.63718,0.61481,0.55828,0.54018,0.57467,0.52267,0.54289,0.59161,0.57004,0.53473,0.56337,0.57623,0.5801,0.5483,0.52453,0.51759,0.5036,0.5433,0.55487,0.5824,0.52405,0.50789,0.57389,0.46461,0.51521,0.4748,0.448,0.4844,0.47478,0.50194,0.51554,0.46957,0.42357,0.39872,0.45764,0.41666,0.45511,0.43323,0.47019,0.48892,0.46811,0.50488,0.47405,0.4619,0.44987,0.44615,0.48327,0.49683,0.42524,0.4335,0.33484,0.41907,0.39173,0.37214,0.43864,0.42684,0.40097,0.41438,0.35743,0.43474,0.48264,0.45031,0.45795,0.48568,0.44536,0.45702,0.48689,0.44592,0.49996,0.47889,0.48253,0.44248,0.4836,0.5185,0.49465,0.51613,0.47629,0.48002,0.49684,0.49467,0.48926,0.53142,0.44653,0.46622,0.47873,0.51141,0.46412,0.48125,0.47947,0.53563,0.5265,0.51736,0.55018,0.52858,0.53849,0.55838,0.45693,0.45262,0.50692,0.39986,0.49304,0.42939,0.47082,0.44732,0.4554,0.47526,0.5255,0.49057,0.49917,0.41248,0.492,0.48524,0.49412,0.50256,0.55624,0.47422,0.4965,0.43521,0.4882,0.42614,0.41654,0.41928,0.44645,0.46059,0.41716,0.46809,0.50747,0.46583,0.52319,0.4131,0.4647,0.42652,0.43685,0.4852,0.42379,0.44229,0.39024,0.42656,0.40586,0.40428,0.42056,0.37433,0.36839,0.34726,0.37905,0.48069,0.3368,0.38761,0.42067,0.34631,0.33228,0.39042,0.36473,0.31669,0.30759,0.40056,0.38338,0.42415,0.49994,0.56498,0.4992,0.4553,0.43195,0.48472,0.49097,0.44116,0.41603,0.45163,0.47602,0.52384,0.60162,0.65944,0.81071,0.83234,0.88044,0.84838,0.81623,0.69727,0.50613,0.40294,0.33742,0.38862,0.45149,0.38544,0.50483,0.47137,0.59293,0.72475,0.75064,0.8527,0.81765,0.78725,0.85157,0.83598,0.782,0.78799,0.62986,0.57839,0.64103,0.63227,0.69755,0.7452,0.76739,0.78012,0.74246,0.76943,0.79878,0.81317,0.77895,0.7538,0.75633,0.75531,0.80662,0.82873,0.90446,0.85826,0.85352,0.87248,0.85097,0.85189,0.8319,0.84471,0.81268,0.76931,0.76061,0.68493,0.62624,0.59606,0.54694,0.55612,0.56253,0.49847,0.54034,0.48716,0.55666,0.62653,0.67289,0.58799,0.69015,0.73998,0.76638,0.80934,0.78928,0.86421,0.81587,0.77758,0.74922,0.68398,0.56238,0.52387,0.47255,0.3105,0.29565,0.3126,0.30373,0.31716
0.52748,0.59386,0.62193,0.53943,0.55581,0.58201,0.52141,0.52502,0.52396,0.56429,0.59463,0.63724,0.60314,0.55004,0.49175,0.49798,0.52325,0.54522,0.57001,0.46727,0.54265,0.47801,0.5029,0.47763,0.50407,0.46835,0.49634,0.43978,0.4588,0.4934,0.53378,0.4495,0.3975,0.38268,0.44751,0.39872,0.41173,0.47072,0.46323,0.47858,0.50223,0.45931,0.43023,0.48851,0.49665,0.51792,0.51097,0.51047,0.3677,0.42133,0.43143,0.39172,0.40416,0.32608,0.50408,0.38974,0.48025,0.38568,0.38169,0.52561,0.38809,0.49676,0.45545,0.45349,0.47166,0.44694,0.42861,0.50232,0.44847,0.44844,0.44611,0.46957,0.44182,0.52047,0.48849,0.48943,0.55619,0.49102,0.48702,0.45012,0.53164,0.565,0.46668,0.53006,0.48043,0.46582,0.51829,0.58995,0.57366,0.60427,0.49787,0.3764,0.45643,0.48828,0.45098,0.46532,0.43743,0.41881,0.43643,0.39327,0.46671,0.45613,0.48072,0.48296,0.50347,0.46557,0.49523,0.46068,0.44268,0.5172,0.49327,0.49635,0.46356,0.48989,0.45992,0.43432,0.47857,0.43066,0.46743,0.44301,0.4766,0.46114,0.42581,0.46076,0.45552,0.33434,0.44733,0.50473,0.42943,0.4754,0.4719,0.41472,0.43409,0.44471,0.44989,0.36458,0.40801,0.38514,0.37139,0.40398,0.44935,0.3823,0.33898,0.30529,0.45744,0.43515,0.31726,0.39729,0.30893,0.31829,0.31353,0.35571,0.37977,0.30927,0.33527,0.34774,0.40406,0.38276,0.34932,0.47562,0.56499,0.50801,0.55462,0.4849,0.43311,0.51408,0.5251,0.55617,0.60033,0.63303,0.68283,0.77827,0.80526,0.85366,0.84895,0.81355,0.82758,0.75618,0.62421,0.49146,0.4721,0.47599,0.4976,0.46168,0.58619,0.6363,0.63953,0.75301,0.80427,0.84426,0.87827,0.86547,0.86451,0.77152,0.75037,0.72874,0.67856,0.65432,0.59042,0.6584,0.69233,0.80234,0.74909,0.79998,0.79712,0.82915,0.82473,0.80468,0.84738,0.77268,0.74283,0.76429,0.78838,0.75833,0.84878,0.84455,0.82019,0.88147,0.87902,0.87028,0.88349,0.83633,0.77765,0.77433,0.77048,0.75552,0.69251,0.68916,0.58492,0.5272,0.47719,0.42513,0.42335,0.48517,0.50732,0.48834,0.59171,0.62964,0.64489,0.77602,0.83257,0.83879,0.79612,0.86319,0.82734,0.80612,0.77754,0.69467,0.63479,0.58247,0.49582,0.35224,0.35237,0.3104,0.37615,0.33112
0.58602,0.52449,0.56827,0.52253,0.55088,0.5579,0.57706,0.52279,0.5365,0.53767,0.51866,0.56787,0.62631,0.60163,0.60184,0.5002,0.57827,0.62542,0.61892,0.50082,0.48395,0.5089,0.44298,0.52392,0.47733,0.51964,0.47836,0.45583,0.50306,0.56459,0.49396,0.45264,0.41658,0.39024,0.4479,0.39641,0.47529,0.45628,0.44922,0.45424,0.46605,0.46686,0.45979,0.45051,0.52318,0.58771,0.39495,0.41949,0.35499,0.38308,0.40008,0.39296,0.4219,0.4069,0.42575,0.35049,0.40324,0.45505,0.49928,0.51014,0.46031,0.46054,0.39526,0.50603,0.50348,0.52626,0.47108,0.51167,0.50437,0.46214,0.46378,0.52502,0.43602,0.48498,0.47936,0.49367,0.52795,0.51179,0.44611,0.53287,0.48991,0.50577,0.49392,0.60033,0.59798,0.57312,0.54374,0.5362,0.54612,0.53663,0.47365,0.45246,0.52535,0.46153,0.44412,0.4474,0.4274,0.51523,0.46829,0.45721,0.48259,0.47824,0.49645,0.45936,0.51792,0.46126,0.49032,0.45203,0.50583,0.49126,0.52624,0.4742,0.50275,0.42497,0.42417,0.50592,0.41136,0.44178,0.48081,0.50057,0.4551,0.48723,0.4262,0.45687,0.46264,0.51131,0.45077,0.49001,0.46757,0.37197,0.38832,0.45609,0.4627,0.4481,0.39679,0.40659,0.37029,0.37449,0.37637,0.44994,0.35594,0.38996,0.37834,0.36614,0.31014,0.35521,0.32705,0.34551,0.34957,0.3221,0.37145,0.30717,0.36607,0.31499,0.34108,0.36503,0.25457,0.33755,0.36957,0.40301,0.49645,0.53408,0.55897,0.53832,0.51847,0.45822,0.60051,0.60482,0.53857,0.66236,0.76978,0.80065,0.8458,0.88528,0.80859,0.80018,0.78606,0.72792,0.65608,0.54209,0.49824,0.53786,0.48266,0.54266,0.57092,0.58902,0.71124,0.71856,0.82418,0.82223,0.8613,0.8123,0.82821,0.77848,0.76307,0.6978,0.62688,0.64428,0.69019,0.70897,0.7316,0.83147,0.79303,0.72187,0.8115,0.8298,0.86068,0.88594,0.87386,0.79957,0.75205,0.71606,0.78512,0.78599,0.80601,0.8256,0.84179,0.88313,0.84617,0.79752,0.85353,0.81759,0.82769,0.78706,0.79128,0.77319,0.66685,0.62268,0.64573,0.54459,0.46367,0.42857,0.36262,0.3992,0.45031,0.48582,0.54356,0.58951,0.68865,0.69322,0.83848,0.87502,0.89606,0.80103,0.80883,0.82178,0.77607,0.64529,0.61796,0.61406,0.57001,0.44929,0.38823,0.32211,0.3801,0.32454
0.51935,0.53138,0.57402,0.53821,0.5092,0.54668,0.52412,0.51851,0.53998,0.57255,0.58304,0.50788,0.57333,0.65638,0.56143,0.58826,0.5455,0.59299,0.62389,0.56258,0.48675,0.5537,0.54755,0.50362,0.48343,0.50554,0.45664,0.47143,0.59414,0.52077,0.47001,0.48198,0.47472,0.44359,0.48139,0.41799,0.44755,0.41627,0.4506,0.44255,0.44626,0.48728,0.51657,0.48496,0.52531,0.40639,0.38651,0.34534,0.35657,0.44679,0.462,0.43369,0.41793,0.37258,0.38278,0.41305,0.43533,0.45342,0.50625,0.54556,0.48207,0.42164,0.43699,0.59033,0.53329,0.46845,0.46767,0.47916,0.44413,0.46283,0.51312,0.46056,0.48458,0.49414,0.53574,0.52194,0.47379,0.5263,0.47718,0.53445,0.52557,0.54354,0.47847,0.51644,0.48617,0.50142,0.48524,0.48521,0.47425,0.49951,0.45954,0.49847,0.48653,0.44917,0.49631,0.47348,0.44193,0.48427,0.46459,0.51341,0.41447,0.47815,0.42539,0.43912,0.54642,0.48841,0.51699,0.4896,0.45798,0.43221,0.54161,0.5467,0.53651,0.50311,0.49485,0.48807,0.46704,0.46859,0.50597,0.53244,0.45968,0.47529,0.45622,0.45031,0.49225,0.46125,0.48508,0.51338,0.48724,0.46777,0.47902,0.43729,0.48808,0.48033,0.42572,0.44865,0.43273,0.43123,0.47035,0.37425,0.35224,0.38734,0.34222,0.43844,0.39464,0.40769,0.3482,0.31941,0.32339,0.39414,0.33864,0.3501,0.37129,0.27659,0.28805,0.3303,0.37711,0.35087,0.34392,0.33664,0.40717,0.5151,0.63059,0.66888,0.59977,0.6251,0.55739,0.6773,0.74456,0.77602,0.80147,0.76797,0.82206,0.7734,0.86368,0.81131,0.75936,0.71109,0.65249,0.5284,0.49913,0.51803,0.5438,0.572,0.60565,0.63192,0.66021,0.78858,0.80101,0.79038,0.84947,0.81597,0.88062,0.78261,0.76635,0.70207,0.67158,0.63861,0.60615,0.72994,0.7161,0.74449,0.83618,0.7919,0.85282,0.8385,0.86223,0.83299,0.82588,0.78749,0.74616,0.74928,0.76947,0.83021,0.83944,0.88137,0.8244,0.83592,0.78657,0.77439,0.82599,0.79863,0.82407,0.75563,0.81671,0.77571,0.71135,0.71694,0.62564,0.59591,0.46808,0.34736,0.36153,0.38732,0.41178,0.47166,0.50476,0.58528,0.56397,0.72944,0.72075,0.83121,0.79682,0.8129,0.79268,0.7052,0.68851,0.65788,0.63098,0.56009,0.54757,0.49615,0.43902,0.4461,0.34695,0.40193
0.5654,0.52531,0.53337,0.54658,0.53973,0.58399,0.55488,0.56368,0.52783,0.6425,0.58751,0.56499,0.54079,0.63701,0.52968,0.61035,0.50915,0.62592,0.67849,0.59002,0.46837,0.48103,0.49086,0.51358,0.50217,0.48339,0.48438,0.54243,0.5798,0.4311,0.38911,0.42981,0.40513,0.43161,0.42387,0.45513,0.47937,0.4265,0.44623,0.46295,0.4229,0.48633,0.50577,0.3766,0.3646,0.35734,0.37677,0.36427,0.3909,0.40096,0.44399,0.42716,0.41771,0.39248,0.45746,0.44377,0.4057,0.51165,0.44201,0.50121,0.46238,0.49773,0.46581,0.49903,0.49051,0.47373,0.50532,0.52395,0.49977,0.45816,0.46627,0.45508,0.47266,0.5086,0.55005,0.56328,0.54594,0.55319,0.58435,0.59,0.57044,0.52687,0.45837,0.50201,0.48913,0.49246,0.45104,0.4999,0.46198,0.50037,0.48028,0.47356,0.43269,0.45919,0.50229,0.53346,0.4277,0.51509,0.44981,0.51124,0.52941,0.50491,0.50518,0.47196,0.48823,0.4696,0.46155,0.49137,0.47852,0.46824,0.49679,0.46094,0.49814,0.45722,0.48932,0.54344,0.51169,0.52754,0.48205,0.50521,0.53149,0.5796,0.43841,0.50389,0.37518,0.51596,0.44193,0.47668,0.45637,0.49695,0.50731,0.45836,0.44171,0.41155,0.43518,0.43493,0.50497,0.46794,0.45853,0.45882,0.39378,0.38276,0.34148,0.41895,0.39679,0.40091,0.39527,0.33555,0.41621,0.34549,0.3234,0.35272,0.36294,0.41407,0.34816,0.36848,0.34385,0.39229,0.3278,0.35754,0.35252,0.35535,0.50133,0.64981,0.66566,0.65041,0.692,0.73225,0.71781,0.73452,0.814,0.79797,0.7719,0.76281,0.72995,0.69595,0.70404,0.65292,0.60266,0.52196,0.61605,0.62108,0.61095,0.63206,0.58658,0.6327,0.71724,0.78521,0.7766,0.82547,0.83316,0.82868,0.83148,0.78016,0.76118,0.63178,0.65363,0.59065,0.61117,0.65897,0.73133,0.75618,0.81392,0.82741,0.84708,0.87259,0.82399,0.75905,0.84981,0.81714,0.8607,0.77343,0.82865,0.84185,0.85654,0.83634,0.85751,0.85058,0.78038,0.77526,0.76958,0.8537,0.77785,0.83035,0.79799,0.7765,0.72624,0.75573,0.63528,0.59302,0.48354,0.38436,0.38327,0.40391,0.37022,0.45636,0.49798,0.52362,0.67268,0.66438,0.71385,0.76283,0.76639,0.79895,0.75159,0.76025,0.73238,0.68005,0.61636,0.57551,0.49447,0.5567,0.48003,0.41512,0.4146,0.49351
0.52227,0.57961,0.56223,0.57353,0.57349,0.56913,0.57584,0.51161,0.60069,0.53887,0.54613,0.57787,0.56508,0.58222,0.57002,0.55614,0.61957,0.64269,0.7274,0.64344,0.48373,0.50197,0.50821,0.49249,0.5363,0.47127,0.48072,0.463,0.4246,0.44344,0.49389,0.44133,0.4035,0.47152,0.45099,0.39375,0.40831,0.46033,0.37794,0.46079,0.51456,0.48776,0.39853,0.3718,0.33615,0.37767,0.41011,0.43404,0.38648,0.42505,0.46664,0.40194,0.48488,0.41919,0.52435,0.42335,0.45375,0.42524,0.45994,0.4448,0.46139,0.51518,0.47005,0.50586,0.45927,0.44787,0.42983,0.484,0.51343,0.43579,0.59588,0.50574,0.5158,0.60171,0.61984,0.63328,0.59354,0.56249,0.51863,0.54387,0.4889,0.4703,0.43011,0.45044,0.53884,0.4737,0.48104,0.48257,0.47962,0.49984,0.44901,0.44745,0.52089,0.48028,0.46609,0.43522,0.48314,0.52468,0.51633,0.53587,0.49119,0.48356,0.5641,0.53265,0.52352,0.46662,0.48828,0.453,0.47695,0.56401,0.49896,0.4875,0.47334,0.48953,0.45117,0.48817,0.4638,0.48984,0.50771,0.49975,0.54804,0.45179,0.43012,0.49832,0.4612,0.50209,0.52252,0.47251,0.46752,0.4976,0.45431,0.49193,0.43838,0.44859,0.55583,0.43049,0.45799,0.46548,0.51125,0.48384,0.39698,0.42484,0.44993,0.3143,0.45318,0.4066,0.40779,0.36512,0.28457,0.35466,0.33732,0.32244,0.38632,0.31633,0.36886,0.3105,0.31484,0.30838,0.36726,0.29699,0.34621,0.3594,0.43497,0.44474,0.68076,0.75096,0.73783,0.79731,0.79199,0.81325,0.75854,0.79305,0.70133,0.66675,0.70048,0.69779,0.60417,0.61983,0.61237,0.56431,0.6407,0.65473,0.69217,0.73865,0.69523,0.64322,0.70252,0.79762,0.78026,0.84216,0.82951,0.84975,0.84124,0.80219,0.76245,0.61752,0.60752,0.61918,0.62383,0.69039,0.66717,0.70645,0.74672,0.73969,0.82474,0.81907,0.89907,0.84541,0.87731,0.90806,0.80926,0.88298,0.8255,0.81481,0.90738,0.88396,0.82725,0.7599,0.82277,0.69387,0.73692,0.79169,0.77975,0.79761,0.80399,0.88665,0.75134,0.72756,0.71242,0.61969,0.5531,0.47407,0.43252,0.47038,0.49779,0.46443,0.47953,0.56882,0.60901,0.68546,0.68201,0.67665,0.67313,0.7592,0.67099,0.66275,0.64112,0.5803,0.52437,0.54598,0.44729,0.45771,0.46462,0.44149,0.4387,0.47549
0.60497,0.56702,0.5392,0.53361,0.57281,0.55579,0.55011,0.52974,0.45483,0.55234,0.53524,0.55421,0.55417,0.52432,0.57519,0.50915,0.51485,0.57984,0.56811,0.48799,0.56642,0.53643,0.48969,0.5005,0.44969,0.53182,0.51784,0.55197,0.49236,0.41939,0.43119,0.41662,0.39754,0.34384,0.45513,0.4066,0.45833,0.56847,0.51409,0.49745,0.38932,0.37858,0.40158,0.3746,0.38017,0.37946,0.40971,0.39363,0.44844,0.45607,0.36995,0.45769,0.42141,0.39504,0.47238,0.44625,0.43705,0.45438,0.44979,0.405,0.45552,0.48568,0.40691,0.42762,0.51913,0.46996,0.4508,0.50031,0.47591,0.5444,0.63265,0.68525,0.59232,0.60652,0.49337,0.51512,0.47013,0.47249,0.43141,0.48386,0.51643,0.41265,0.45464,0.48132,0.56269,0.48313,0.45684,0.42398,0.50314,0.5216,0.51527,0.46094,0.53761,0.48553,0.50244,0.54385,0.47928,0.49645,0.53739,0.49893,0.56682,0.50847,0.53084,0.43863,0.4664,0.47951,0.54316,0.5384,0.53231,0.58245,0.48824,0.55673,0.50256,0.5005,0.45103,0.46955,0.50879,0.45967,0.50487,0.53258,0.51265,0.43821,0.47543,0.49873,0.51428,0.48845,0.47209,0.46562,0.49249,0.47853,0.46226,0.45261,0.45333,0.49179,0.4565,0.47764,0.43407,0.48797,0.48812,0.44784,0.40339,0.44425,0.40395,0.40878,0.35604,0.47319,0.36538,0.314,0.31955,0.31628,0.31987,0.31377,0.28447,0.31452,0.29978,0.35054,0.34866,0.31051,0.36116,0.30983,0.37063,0.31262,0.46307,0.34245,0.46583,0.57596,0.70381,0.694,0.75616,0.72656,0.80761,0.71165,0.69236,0.71638,0.61872,0.61795,0.55639,0.50133,0.48085,0.61007,0.58953,0.637,0.72496,0.79254,0.75425,0.71401,0.73318,0.81554,0.81366,0.91677,0.85591,0.82167,0.86627,0.76025,0.77994,0.68866,0.68183,0.55552,0.57557,0.62433,0.6939,0.72067,0.83563,0.8135,0.84278,0.81433,0.8537,0.83761,0.83163,0.85368,0.81175,0.8949,0.81493,0.8694,0.89544,0.80919,0.76797,0.72519,0.83226,0.77993,0.8072,0.84656,0.87817,0.81387,0.85153,0.87975,0.8478,0.80802,0.73886,0.70842,0.69051,0.56819,0.57119,0.54244,0.52622,0.55378,0.54253,0.5783,0.60526,0.64638,0.63281,0.70148,0.69429,0.63338,0.60306,0.5324,0.53354,0.52029,0.54079,0.44785,0.40014,0.44067,0.35872,0.46167,0.44473,0.57689
0.55534,0.61363,0.5984,0.55177,0.55763,0.55165,0.56489,0.56483,0.52793,0.56592,0.58824,0.53993,0.57428,0.53129,0.6441,0.58536,0.57385,0.6146,0.56065,0.60421,0.50471,0.52423,0.48147,0.47011,0.52477,0.48615,0.50725,0.47326,0.39274,0.37682,0.41836,0.37447,0.41479,0.41513,0.52431,0.45821,0.53799,0.50254,0.50563,0.4643,0.44081,0.42602,0.42595,0.41994,0.43652,0.38188,0.46252,0.32747,0.38189,0.39145,0.3943,0.42594,0.51482,0.38911,0.47246,0.45776,0.4399,0.4553,0.46403,0.47807,0.46337,0.48271,0.41576,0.51471,0.49713,0.49978,0.53753,0.50899,0.58019,0.56952,0.58088,0.54077,0.54261,0.48962,0.49987,0.46348,0.46547,0.50194,0.50468,0.4555,0.47742,0.4458,0.47667,0.48645,0.49133,0.5576,0.54531,0.45476,0.49864,0.52444,0.4486,0.51748,0.5387,0.53349,0.53064,0.48705,0.43444,0.46629,0.49991,0.51214,0.49591,0.48231,0.47201,0.49183,0.51272,0.50947,0.53819,0.49748,0.50284,0.49285,0.5241,0.53098,0.51767,0.49382,0.4112,0.45831,0.54204,0.51558,0.52812,0.4659,0.47821,0.49629,0.46668,0.53724,0.49491,0.4831,0.46783,0.49325,0.51786,0.43765,0.51733,0.49605,0.44332,0.4815,0.44417,0.43388,0.44371,0.45618,0.4564,0.43995,0.36852,0.37353,0.33171,0.36213,0.33332,0.3648,0.36144,0.30783,0.34466,0.35903,0.36991,0.33708,0.30156,0.28907,0.37263,0.32867,0.34909,0.32737,0.35383,0.3672,0.36123,0.37058,0.45972,0.38233,0.41043,0.49778,0.56401,0.66764,0.82592,0.76719,0.64689,0.65701,0.65494,0.55126,0.54374,0.53929,0.55143,0.49814,0.47562,0.55388,0.67856,0.74776,0.80599,0.76703,0.77134,0.77703,0.75209,0.88126,0.86461,0.90897,0.87524,0.8773,0.80687,0.79469,0.7031,0.74336,0.63798,0.56898,0.58234,0.59978,0.68241,0.66295,0.71418,0.80183,0.74753,0.86883,0.78322,0.82022,0.81843,0.84755,0.82719,0.86345,0.82182,0.83626,0.83038,0.82587,0.7781,0.81755,0.76752,0.86296,0.76109,0.81805,0.83271,0.91856,0.82388,0.86468,0.85053,0.8068,0.77974,0.69823,0.73538,0.68416,0.63942,0.63808,0.5803,0.55989,0.6032,0.6041,0.63139,0.60609,0.6629,0.62918,0.60272,0.5761,0.50821,0.46784,0.52558,0.43404,0.4297,0.44584,0.36001,0.34771,0.44815,0.44377,0.51097,0.57907
0.58205,0.58756,0.56887,0.48994,0.57416,0.55881,0.56547,0.5624,0.58652,0.56266,0.53721,0.54441,0.52812,0.52732,0.61414,0.67235,0.53616,0.65176,0.63497,0.53225,0.54315,0.54004,0.54408,0.52913,0.55962,0.53421,0.54395,0.42319,0.38972,0.36892,0.45358,0.46359,0.46923,0.40731,0.45146,0.54065,0.53107,0.45935,0.40544,0.40981,0.39117,0.47525,0.33016,0.46616,0.37227,0.40223,0.42545,0.4244,0.4751,0.46425,0.47663,0.43517,0.48007,0.43433,0.43753,0.41912,0.43705,0.44841,0.45801,0.47894,0.45024,0.399,0.52425,0.4809,0.56962,0.53514,0.57598,0.59161,0.60161,0.53649,0.53505,0.50379,0.5134,0.56934,0.4979,0.4865,0.49423,0.48562,0.47295,0.53591,0.50574,0.52483,0.46425,0.47119,0.51589,0.51313,0.46716,0.50194,0.51005,0.54033,0.48112,0.48091,0.44561,0.487,0.48427,0.48631,0.53182,0.46449,0.49232,0.56407,0.54658,0.5558,0.54337,0.47189,0.5802,0.46192,0.50717,0.50993,0.54598,0.51601,0.52288,0.54649,0.48108,0.50463,0.54562,0.47705,0.55006,0.47693,0.56325,0.4374,0.48045,0.48487,0.46738,0.5379,0.4805,0.53539,0.52597,0.52386,0.4806,0.55017,0.59017,0.47795,0.47417,0.41088,0.44084,0.53295,0.47193,0.39964,0.41918,0.41101,0.4556,0.34826,0.35235,0.40834,0.32728,0.40421,0.35231,0.37349,0.37638,0.39227,0.364,0.39284,0.37577,0.35116,0.40148,0.41247,0.3476,0.29222,0.40052,0.3877,0.36798,0.38013,0.31755,0.39946,0.40568,0.37568,0.45,0.5774,0.67059,0.72668,0.76445,0.6565,0.50865,0.51474,0.5438,0.47189,0.44852,0.42812,0.47407,0.60758,0.69633,0.80999,0.81322,0.84699,0.81233,0.85594,0.77957,0.82052,0.89121,0.87034,0.83547,0.84905,0.80343,0.75008,0.78746,0.69021,0.72175,0.63743,0.60037,0.67526,0.60731,0.66903,0.74568,0.7371,0.77272,0.7973,0.75463,0.89474,0.81154,0.86196,0.8438,0.75685,0.74913,0.75228,0.79106,0.84929,0.79835,0.78502,0.77888,0.80862,0.80589,0.85246,0.82476,0.87062,0.84427,0.93119,0.82154,0.79988,0.79769,0.82444,0.83995,0.67207,0.69332,0.69544,0.65811,0.65275,0.56738,0.66444,0.66946,0.67004,0.71419,0.59082,0.59013,0.52896,0.45851,0.42044,0.42353,0.32701,0.3364,0.27669,0.23759,0.34375,0.38512,0.44231,0.55838,0.62633
