0.74818,0.791,0.72466,0.70283,0.75723,0.72028,0.684,0.76245,0.7245,0.74787,0.72134,0.74531,0.75858,0.728,0.72782,0.76158,0.75139,0.77571,0.70054,0.69731,0.66225,0.75633,0.73881,0.70202,0.72173,0.68254,0.72969,0.7246,0.67472,0.59195,0.3234,0.48379,0.3922,0.42373,0.41797,0.24686,0.26886,0.35693,0.40246,0.39647,0.4671,0.52491,0.50464,0.39597,0.38645,0.32095,0.21044,0.21299,0.2077,0.19413,0.18093,0.14919,0.20513,0.34938,0.44154,0.20311,0.22133,0.34272,0.34105,0.34118,0.30274,0.30628,0.36693,0.34413,0.32338,0.18983,0.31355,0.43859,0.58214,0.29935,0.2804,0.30412,0.39666,0.45852,0.10338,0.20407,0.31836,0.29569,0.29667,0.31304,0.34736,0.42384,0.57598,0.4196,0.38428,0.35431,0.23677,0.27173,0.32133,0.29024,0.27373,0.27002,0.37962,0.23846,0.26914,0.32072,0.27932,0.43019,0.51924,0.42263,0.48107,0.29182,0.37679,0.3418,0.36622,0.336,0.36976,0.36148,0.52311,0.66139,0.56031,0.55077,0.45654,0.23634,0.48135,0.64421,0.5291,0.55795,0.68336,0.72375,0.73291,0.70932,0.71969,0.76287,0.70367,0.7218,0.73984,0.66408
0.69285,0.70243,0.70461,0.73855,0.77221,0.74549,0.72911,0.71476,0.74244,0.7041,0.78316,0.70888,0.69854,0.73437,0.70129,0.65577,0.76665,0.74518,0.7177,0.72081,0.6949,0.7245,0.79679,0.73033,0.69731,0.67262,0.745,0.68367,0.71843,0.7149,0.4561,0.20586,0.29622,0.35672,0.32657,0.39943,0.39434,0.4014,0.54198,0.51161,0.47277,0.44983,0.49366,0.44527,0.38429,0.39844,0.32501,0.31109,0.3198,0.23681,0.27025,0.15332,0.17115,0.41149,0.40107,0.18913,0.22637,0.31053,0.2575,0.25531,0.19872,0.23347,0.30367,0.35483,0.3209,0.25207,0.22867,0.32637,0.40965,0.25318,0.25012,0.29131,0.3695,0.57896,0.078825,0.046661,0.19342,0.46668,0.43065,0.41775,0.34806,0.33018,0.51827,0.30359,0.44527,0.47184,0.33006,0.36043,0.2662,0.27272,0.37044,0.4108,0.45232,0.1916,0.22454,0.40135,0.34594,0.31575,0.32568,0.26843,0.33854,0.30692,0.31635,0.41738,0.40837,0.34422,0.34278,0.35213,0.33024,0.42988,0.53833,0.5157,0.17942,0.018633,0.15775,0.32461,0.49714,0.6101,0.58878,0.55236,0.66881,0.67539,0.74415,0.65036,0.68772,0.64865,0.72372,0.6862
0.75716,0.78282,0.64047,0.77242,0.72443,0.73385,0.79684,0.71942,0.75103,0.74713,0.71694,0.76742,0.71089,0.73063,0.69093,0.73447,0.66988,0.72322,0.7235,0.71212,0.67256,0.73641,0.67752,0.71761,0.69591,0.67173,0.67118,0.65179,0.69117,0.68452,0.64983,0.30891,0.29216,0.4372,0.29624,0.32767,0.37787,0.53906,0.45544,0.41117,0.41659,0.39549,0.4152,0.49555,0.55588,0.39022,0.37118,0.41914,0.40072,0.35567,0.35359,0.33772,0.41683,0.39228,0.19377,0.14831,0.21179,0.3356,0.17787,0.27168,0.24488,0.25267,0.24489,0.31531,0.40184,0.18257,0.21782,0.35227,0.35985,0.21529,0.23407,0.2457,0.35256,0.54766,0.3156,0.13131,0.048885,0.17788,0.44718,0.52479,0.48385,0.45385,0.55837,0.23013,0.21204,0.35245,0.44482,0.39891,0.27728,0.34805,0.29758,0.41116,0.52614,0.17098,0.17082,0.25553,0.33006,0.43207,0.39549,0.35072,0.34978,0.35465,0.34155,0.32569,0.40715,0.396,0.33932,0.37782,0.29495,0.27153,0.43876,0.56306,0.467,0.24195,0.060143,0.09069,0.12838,0.38288,0.45783,0.49436,0.50775,0.71067,0.69923,0.691,0.69187,0.71711,0.67312,0.69792
0.67125,0.73461,0.76171,0.66354,0.75921,0.72837,0.75801,0.72118,0.7129,0.68617,0.72641,0.73799,0.74217,0.76063,0.71658,0.73464,0.75779,0.71201,0.62965,0.68895,0.69062,0.74747,0.64084,0.71993,0.73291,0.68825,0.69056,0.6897,0.7656,0.73456,0.72793,0.6951,0.36205,0.35492,0.32569,0.38038,0.49789,0.43178,0.42807,0.41512,0.40501,0.4281,0.35932,0.348,0.50933,0.53702,0.32873,0.29919,0.4757,0.36302,0.24533,0.35601,0.21648,0.23707,0.21761,0.21214,0.2417,0.28435,0.19536,0.21741,0.16487,0.21324,0.2567,0.36905,0.47416,0.24704,0.22867,0.39002,0.27376,0.28523,0.20068,0.26519,0.32472,0.5964,0.27244,0.22399,0.15226,0.04377,0.18977,0.29919,0.3231,0.26757,0.32772,0.19945,0.21149,0.25951,0.32271,0.32254,0.52343,0.4591,0.36428,0.47102,0.61823,0.21328,0.11859,0.046296,0.20235,0.23166,0.39526,0.50151,0.39926,0.38274,0.39072,0.43522,0.39266,0.58904,0.59675,0.33574,0.36956,0.33874,0.37764,0.60335,0.42297,0.44282,0.28144,0.14676,0.030698,0.03,0.32046,0.44334,0.53612,0.45441,0.47878,0.65957,0.70518,0.69346,0.60886,0.66652
0.69768,0.75825,0.73729,0.71032,0.70069,0.69628,0.6551,0.74401,0.76373,0.77197,0.72218,0.76797,0.73514,0.69871,0.74752,0.75942,0.71052,0.74416,0.71953,0.73815,0.70383,0.70144,0.67735,0.71416,0.71269,0.73962,0.70552,0.68697,0.65509,0.73966,0.68538,0.71284,0.66068,0.48257,0.41542,0.45247,0.50453,0.47722,0.43517,0.41098,0.38479,0.47158,0.44651,0.28507,0.3706,0.47835,0.53578,0.32485,0.2739,0.39658,0.40508,0.23052,0.15739,0.24748,0.31159,0.28851,0.20083,0.26773,0.18734,0.22361,0.24379,0.24341,0.28721,0.26881,0.49352,0.21077,0.38695,0.37671,0.26544,0.23635,0.27942,0.2539,0.29888,0.52085,0.17376,0.25504,0.20271,0.05745,0.018731,0.27989,0.33173,0.28187,0.30094,0.33547,0.17467,0.2497,0.24575,0.21262,0.23634,0.40913,0.38092,0.29559,0.24431,0.30657,0.29431,0.048109,0.060986,0.15686,0.28294,0.34033,0.31671,0.21935,0.23699,0.31952,0.38481,0.32314,0.30949,0.31952,0.32927,0.29805,0.21491,0.25865,0.27942,0.42052,0.46709,0.35888,0.22045,0.07553,0.043746,0.12155,0.35071,0.51127,0.42868,0.36566,0.51932,0.69057,0.67256,0.69856
0.66613,0.72335,0.71837,0.7251,0.74365,0.67547,0.74714,0.70973,0.73441,0.74806,0.70952,0.70889,0.78097,0.70115,0.77482,0.78638,0.76215,0.75724,0.70137,0.72351,0.71338,0.69946,0.6955,0.73326,0.72481,0.71017,0.71294,0.67474,0.69616,0.7554,0.71722,0.66183,0.66232,0.67837,0.32955,0.5243,0.41763,0.36657,0.44394,0.43461,0.29734,0.40059,0.42414,0.47566,0.31446,0.3427,0.43885,0.46209,0.30184,0.29343,0.37929,0.36739,0.3333,0.19402,0.1905,0.26311,0.23119,0.19244,0.16319,0.14978,0.21181,0.22265,0.25093,0.33242,0.48631,0.22136,0.18601,0.13125,0.29033,0.36794,0.39915,0.44007,0.33683,0.27027,0.27755,0.20725,0.2059,0.18344,0.10945,0.073193,0.27997,0.28841,0.25314,0.30677,0.35836,0.14593,0.21453,0.17032,0.2723,0.24273,0.29221,0.23171,0.23412,0.2322,0.25437,0.22782,0.096346,0.11449,0.2894,0.26178,0.26638,0.34045,0.26214,0.11775,0.046397,0.19802,0.26608,0.30076,0.2979,0.20853,0.06508,0.10678,0.25747,0.24819,0.34928,0.44539,0.42995,0.37494,0.20041,0.04288,0.08068,0.26275,0.42614,0.48122,0.23406,0.46346,0.65199,0.71207
0.67878,0.7161,0.72082,0.74939,0.67381,0.70103,0.75693,0.70344,0.75842,0.77779,0.70019,0.68161,0.69365,0.72649,0.69144,0.73242,0.7064,0.74298,0.70268,0.6674,0.73101,0.71353,0.66642,0.72558,0.66118,0.68752,0.7561,0.68519,0.7281,0.73769,0.73391,0.67245,0.69767,0.75331,0.66375,0.39511,0.47809,0.37352,0.4044,0.54397,0.372,0.35245,0.38408,0.49982,0.53503,0.31759,0.35268,0.47023,0.45536,0.29497,0.28354,0.33566,0.33709,0.25971,0.24587,0.21016,0.28258,0.31086,0.15834,0.17407,0.22572,0.22209,0.19574,0.28388,0.5953,0.21794,0.18881,0.15707,0.17613,0.11408,0.089247,0.16107,0.074722,0.067939,0.25171,0.1571,0.2134,0.1823,0.19531,0.13601,0.042318,0.22646,0.26358,0.31252,0.30657,0.22831,0.16282,0.22486,0.1856,0.21634,0.31544,0.26339,0.20429,0.20287,0.21534,0.19513,0.12275,0.10806,0.086022,0.22859,0.24364,0.23058,0.25212,0.25422,0.075747,0.016413,0.19034,0.23221,0.27268,0.27671,0.17814,0,0.085769,0.20435,0.25323,0.26272,0.35213,0.32083,0.16737,0.070252,0.079394,0.079235,0.19441,0.42585,0.45581,0.19918,0.39484,0.63054
0.65089,0.61336,0.62797,0.69631,0.65688,0.71361,0.69824,0.73554,0.78045,0.70849,0.75068,0.7211,0.70597,0.71707,0.72203,0.67879,0.72718,0.70065,0.67196,0.69955,0.7273,0.71224,0.61834,0.77134,0.68842,0.69686,0.67694,0.74756,0.6995,0.69307,0.66542,0.70687,0.6711,0.7064,0.65597,0.70371,0.62046,0.44656,0.354,0.44223,0.6266,0.32769,0.36632,0.41444,0.52339,0.45613,0.30192,0.31686,0.477,0.41079,0.2925,0.27747,0.32582,0.29732,0.32946,0.18442,0.18065,0.28431,0.28264,0.265,0.24161,0.17162,0.21135,0.2652,0.50469,0.26114,0.23476,0.35713,0.11065,0.17759,0.14346,0.058806,0.06924,0.071229,0.097605,0.2168,0.18389,0.16299,0.15409,0.18283,0.094192,0.099361,0.32976,0.29068,0.2929,0.24652,0.26053,0.15647,0.16491,0.22393,0.24829,0.24629,0.26255,0.24458,0.23335,0.22844,0.20165,0.10966,0.0058489,0.087978,0.18065,0.22448,0.21381,0.24833,0.19821,0.09346,0,0.17181,0.30139,0.27668,0.25003,0.18711,0.045016,0.10703,0.15421,0.25547,0.31713,0.28496,0.26781,0.17115,0.083667,0.10628,0.020136,0.1494,0.43898,0.47144,0.18631,0.21933
0.72442,0.69894,0.69009,0.68265,0.67358,0.72267,0.71123,0.73604,0.69718,0.73827,0.6828,0.70368,0.73594,0.67509,0.70886,0.76464,0.69773,0.70266,0.69004,0.71109,0.69866,0.63146,0.69586,0.71707,0.69378,0.65191,0.66102,0.7306,0.66039,0.69102,0.67764,0.75426,0.69084,0.64182,0.77536,0.69544,0.69371,0.59075,0.35737,0.33972,0.52626,0.46277,0.31252,0.28403,0.38082,0.48493,0.40186,0.29471,0.30738,0.42083,0.42991,0.28845,0.28316,0.27385,0.24342,0.2982,0.19425,0.25178,0.27801,0.41261,0.24216,0.22637,0.23791,0.37053,0.55198,0.20361,0.2861,0.25,0.20271,0.18009,0.20669,0.12308,0.13284,0.096555,0.014294,0.077009,0.24082,0.20664,0.17117,0.1546,0.10532,0.093396,0.090777,0.25548,0.2246,0.22644,0.28719,0.2697,0.13384,0.20403,0.19249,0.20746,0.20171,0.24708,0.22796,0.21869,0.19295,0.17813,0.049897,0.069128,0.11518,0.22115,0.16244,0.20024,0.26225,0.1623,0.055936,0.063833,0.1871,0.29766,0.17837,0.20921,0.18895,0,0.086742,0.20668,0.22996,0.29753,0.31373,0.26422,0.21992,0.14756,0.079556,0.10842,0.13462,0.35015,0.42328,0.29128
0.6992,0.71757,0.71243,0.62142,0.6805,0.74271,0.70219,0.71967,0.67813,0.723,0.69016,0.70631,0.65557,0.7193,0.67987,0.71646,0.73228,0.71051,0.66768,0.7012,0.69346,0.67188,0.68534,0.6947,0.68709,0.66173,0.68875,0.72178,0.68731,0.73467,0.70208,0.65181,0.71383,0.66396,0.6449,0.65613,0.70782,0.66776,0.49249,0.30444,0.35187,0.5299,0.40114,0.25925,0.30036,0.34679,0.5597,0.32521,0.28971,0.31691,0.41413,0.39313,0.31463,0.27417,0.23036,0.26962,0.25506,0.14845,0.20385,0.21762,0.3254,0.39997,0.32989,0.42056,0.27988,0.24131,0.22891,0.24433,0.29013,0.19257,0.16024,0.15325,0.12549,0.10193,0.090567,0.045301,0.11551,0.24613,0.1599,0.2044,0.13701,0.078855,0.050298,0.093892,0.23955,0.28171,0.24524,0.24381,0.22415,0.15889,0.23836,0.26477,0.19173,0.22316,0.14677,0.23992,0.13746,0.24887,0.14346,0.074433,0.029822,0.11519,0.25572,0.22729,0.18001,0.17358,0.15948,0.077855,0.091292,0.22991,0.27714,0.24726,0.22786,0.19865,0.094247,0.073269,0.25094,0.32768,0.27125,0.31037,0.21441,0.19994,0.074035,0.04692,0.07394,0.192,0.36666,0.52424
